"","state.county","date","cases","deaths","per100k","days_since_case100","days_since_death10"
"1","Alabama-Autauga",2020-07-10,670,15,1199.23392221089,58,17
"2","Alabama-Baldwin",2020-07-10,1187,12,531.729037691391,86,14
"3","Alabama-Barbour",2020-07-10,381,2,1543.38491452645,51,0
"4","Alabama-Bibb",2020-07-10,218,1,973.475037956596,29,0
"5","Alabama-Blount",2020-07-10,292,1,504.963165358143,28,0
"6","Alabama-Bullock",2020-07-10,381,11,3771.90377190377,49,22
"7","Alabama-Butler",2020-07-10,648,29,3331.96215549157,69,54
"8","Alabama-Calhoun",2020-07-10,465,5,409.312970379825,69,0
"9","Alabama-Chambers",2020-07-10,679,27,2041.85962590967,95,88
"10","Alabama-Cherokee",2020-07-10,118,7,450.45045045045,6,0
"11","Alabama-Chilton",2020-07-10,303,3,682.00234086612,42,0
"12","Alabama-Choctaw",2020-07-10,210,12,1668.12296449281,52,40
"13","Alabama-Clarke",2020-07-10,304,6,1286.93590720515,48,0
"14","Alabama-Clay",2020-07-10,82,2,619.56932376275,0,0
"15","Alabama-Cleburne",2020-07-10,42,1,281.69014084507,0,0
"16","Alabama-Coffee",2020-07-10,421,4,804.325398341676,74,0
"17","Alabama-Colbert",2020-07-10,491,6,888.832570011405,52,0
"18","Alabama-Conecuh",2020-07-10,229,8,1897.73763155714,26,0
"19","Alabama-Coosa",2020-07-10,63,1,590.828097158398,0,0
"20","Alabama-Covington",2020-07-10,421,13,1136.33296445248,30,3
"21","Alabama-Crenshaw",2020-07-10,130,3,943.944234679059,30,0
"22","Alabama-Cullman",2020-07-10,564,6,673.288129118518,43,0
"23","Alabama-Dale",2020-07-10,375,1,762.629138534125,43,0
"24","Alabama-Dallas",2020-07-10,990,9,2661.57651360361,63,0
"25","Alabama-DeKalb",2020-07-10,874,7,1222.15541230266,66,0
"26","Alabama-Elmore",2020-07-10,1025,21,1262.17537465059,69,30
"27","Alabama-Escambia",2020-07-10,468,8,1277.53664728523,27,0
"28","Alabama-Etowah",2020-07-10,931,14,910.353189658544,82,71
"29","Alabama-Fayette",2020-07-10,84,1,515.274199484726,0,0
"30","Alabama-Franklin",2020-07-10,933,16,2974.93782284293,70,33
"31","Alabama-Geneva",2020-07-10,95,0,361.615469529139,0,0
"32","Alabama-Greene",2020-07-10,192,9,2367.15571446184,32,0
"33","Alabama-Hale",2020-07-10,348,23,2375.26448706573,52,36
"34","Alabama-Henry",2020-07-10,147,4,854.402789886661,27,0
"35","Alabama-Houston",2020-07-10,576,8,544.001813339378,65,0
"36","Alabama-Jackson",2020-07-10,406,3,786.425444543447,32,0
"37","Alabama-Jefferson",2020-07-10,6283,169,954.03243072522,108,96
"38","Alabama-Lamar",2020-07-10,88,1,637.450199203187,0,0
"39","Alabama-Lauderdale",2020-07-10,558,6,601.75349674859,59,0
"40","Alabama-Lawrence",2020-07-10,124,0,376.62495444053,12,0
"41","Alabama-Lee",2020-07-10,1571,38,954.771426140438,98,88
"42","Alabama-Limestone",2020-07-10,602,4,608.603346307436,41,0
"43","Alabama-Lowndes",2020-07-10,484,24,4976.3520460621,61,53
"44","Alabama-Macon",2020-07-10,218,9,1206.5530219172,33,0
"45","Alabama-Madison",2020-07-10,2012,10,539.541818513364,102,1
"46","Alabama-Marengo",2020-07-10,344,11,1823.67597943063,57,23
"47","Alabama-Marion",2020-07-10,271,14,912.181493823421,59,52
"48","Alabama-Marshall",2020-07-10,1918,11,1981.93729720793,89,10
"49","Alabama-Mobile",2020-07-10,4649,142,1125.09377798214,99,93
"50","Alabama-Monroe",2020-07-10,257,4,1239.5697680027,29,0
"51","Alabama-Montgomery",2020-07-10,4445,113,1962.59371440177,91,66
"52","Alabama-Morgan",2020-07-10,1255,5,1048.63844116345,58,0
"53","Alabama-Perry",2020-07-10,224,2,2510.36646867645,16,0
"54","Alabama-Pickens",2020-07-10,265,6,1329.65378825891,44,0
"55","Alabama-Pike",2020-07-10,473,5,1428.3988645286,60,0
"56","Alabama-Randolph",2020-07-10,250,9,1100.25525922014,64,0
"57","Alabama-Russell",2020-07-10,672,0,1159.40028639948,56,0
"58","Alabama-Shelby",2020-07-10,1587,24,728.978144435972,100,74
"59","Alabama-St. Clair",2020-07-10,499,2,557.467155241755,49,0
"60","Alabama-Sumter",2020-07-10,288,13,2317.53440090126,62,31
"61","Alabama-Talladega",2020-07-10,379,8,473.880317087199,44,0
"62","Alabama-Tallapoosa",2020-07-10,634,70,1570.5898382342,89,84
"63","Alabama-Tuscaloosa",2020-07-10,2608,54,1245.73093549235,91,49
"64","Alabama-Walker",2020-07-10,1070,31,1684.48229719305,68,18
"65","Alabama-Washington",2020-07-10,139,7,851.402670586794,15,0
"66","Alabama-Wilcox",2020-07-10,302,8,2911.40460811723,52,0
"67","Alabama-Winston",2020-07-10,296,5,1252.69795590165,30,0
"68","Alaska-Aleutians East Borough",2020-07-10,2,0,59.9340725202278,0,0
"69","Alaska-Aleutians West Census Area",2020-07-10,6,0,106.496272630458,0,0
"70","Alaska-Anchorage",2020-07-10,698,8,242.361111111111,94,0
"71","Alaska-Bethel Census Area",2020-07-10,14,0,76.1448928532579,0,0
"72","Alaska-Bristol Bay Borough",2020-07-10,53,0,6339.71291866029,0,0
"73","Alaska-Denali Borough",2020-07-10,1,0,47.6871721506915,0,0
"74","Alaska-Dillingham Census Area",2020-07-10,21,0,427.176566314076,0,0
"75","Alaska-Fairbanks North Star Borough",2020-07-10,220,2,227.157740400004,24,0
"76","Alaska-Haines Borough",2020-07-10,6,0,237.154150197628,0,0
"77","Alaska-Juneau City and Borough",2020-07-10,53,2,165.759679739789,0,0
"78","Alaska-Kenai Peninsula Borough",2020-07-10,209,1,355.999182394222,31,0
"79","Alaska-Ketchikan Gateway Borough",2020-07-10,32,0,230.199266239839,0,0
"80","Alaska-Kodiak Island Borough",2020-07-10,10,0,76.9349130635482,0,0
"81","Alaska-Kusilvak Census Area",2020-07-10,2,0,24.0558094779889,0,0
"82","Alaska-Lake and Peninsula Borough",2020-07-10,3,0,188.442211055276,0,0
"83","Alaska-Matanuska-Susitna Borough",2020-07-10,135,2,124.63417561417,9,0
"84","Alaska-Nome Census Area",2020-07-10,14,0,139.944022391044,0,0
"85","Alaska-North Slope Borough",2020-07-10,4,0,40.6834825061025,0,0
"86","Alaska-Northwest Arctic Borough",2020-07-10,6,0,78.7298254822202,0,0
"87","Alaska-Petersburg Borough",2020-07-10,8,0,244.947948560931,0,0
"88","Alaska-Prince of Wales-Hyder Census Area",2020-07-10,3,0,48.363694986297,0,0
"89","Alaska-Sitka City and Borough",2020-07-10,18,0,211.939244083363,0,0
"90","Alaska-Southeast Fairbanks Census Area",2020-07-10,16,0,232.119541563905,0,0
"91","Alaska-Unknown",2020-07-10,5,0,0.683484953078758,0,0
"92","Alaska-Valdez-Cordova Census Area",2020-07-10,27,0,293.414475114106,0,0
"93","Alaska-Wrangell City and Borough",2020-07-10,8,0,319.744204636291,0,0
"94","Alaska-Yukon-Koyukuk Census Area",2020-07-10,5,0,95.6022944550669,0,0
"95","Arizona-Apache",2020-07-10,2534,101,3524.97669954234,87,64
"96","Arizona-Cochise",2020-07-10,984,21,781.436127126316,37,10
"97","Arizona-Coconino",2020-07-10,2379,97,1658.11703699573,100,98
"98","Arizona-Gila",2020-07-10,424,12,784.923544003851,23,2
"99","Arizona-Graham",2020-07-10,184,3,473.775008368309,10,0
"100","Arizona-Greenlee",2020-07-10,29,1,305.327437355233,0,0
"101","Arizona-La Paz",2020-07-10,394,7,1866.59086602236,37,0
"102","Arizona-Maricopa",2020-07-10,76328,1049,1701.69353375185,110,100
"103","Arizona-Mohave",2020-07-10,1730,97,815.341618712326,73,72
"104","Arizona-Navajo",2020-07-10,4255,134,3835.95975622949,101,87
"105","Arizona-Pima",2020-07-10,11172,313,1066.7644438588,106,101
"106","Arizona-Pinal",2020-07-10,5332,83,1152.14492997889,97,73
"107","Arizona-Santa Cruz",2020-07-10,2133,30,4587.29407716461,52,28
"108","Arizona-Yavapai",2020-07-10,1070,11,455.127414408398,67,10
"109","Arizona-Yuma",2020-07-10,7999,134,3741.57455785431,68,46
"110","Arkansas-Arkansas",2020-07-10,52,0,297.380761752259,0,0
"111","Arkansas-Ashley",2020-07-10,93,3,473.113903444066,0,0
"112","Arkansas-Baxter",2020-07-10,28,0,66.7747782123438,0,0
"113","Arkansas-Benton",2020-07-10,3355,22,1201.90154796322,73,23
"114","Arkansas-Boone",2020-07-10,45,1,120.217995298141,0,0
"115","Arkansas-Bradley",2020-07-10,69,2,641.085199293877,0,0
"116","Arkansas-Calhoun",2020-07-10,2,0,38.5430718828291,0,0
"117","Arkansas-Carroll",2020-07-10,220,6,775.193798449612,23,0
"118","Arkansas-Chicot",2020-07-10,207,3,2045.85886538842,16,0
"119","Arkansas-Clark",2020-07-10,70,0,313.620071684588,0,0
"120","Arkansas-Clay",2020-07-10,78,3,536.04563260257,0,0
"121","Arkansas-Cleburne",2020-07-10,128,4,513.664272242064,9,0
"122","Arkansas-Cleveland",2020-07-10,31,0,389.64303670186,0,0
"123","Arkansas-Columbia",2020-07-10,105,5,447.62757385855,3,0
"124","Arkansas-Conway",2020-07-10,86,3,412.549170104576,0,0
"125","Arkansas-Craighead",2020-07-10,524,7,474.930210636987,60,0
"126","Arkansas-Crawford",2020-07-10,260,2,411.021705107735,18,0
"127","Arkansas-Crittenden",2020-07-10,817,13,1703.6805338338,89,25
"128","Arkansas-Cross",2020-07-10,94,1,572.507460868506,0,0
"129","Arkansas-Dallas",2020-07-10,10,0,142.673705236125,0,0
"130","Arkansas-Desha",2020-07-10,75,1,660.153155532083,0,0
"131","Arkansas-Drew",2020-07-10,85,2,466.545913606674,0,0
"132","Arkansas-Faulkner",2020-07-10,727,3,576.952074091122,49,0
"133","Arkansas-Franklin",2020-07-10,28,1,158.058142816822,0,0
"134","Arkansas-Fulton",2020-07-10,17,0,136.250701290374,0,0
"135","Arkansas-Garland",2020-07-10,311,3,312.921337009237,89,0
"136","Arkansas-Grant",2020-07-10,52,0,284.697508896797,0,0
"137","Arkansas-Greene",2020-07-10,145,0,319.911748483177,16,0
"138","Arkansas-Hempstead",2020-07-10,70,1,325.097529258778,0,0
"139","Arkansas-Hot Spring",2020-07-10,887,1,2626.51387284949,19,0
"140","Arkansas-Howard",2020-07-10,131,1,992.273897894258,7,0
"141","Arkansas-Independence",2020-07-10,66,0,174.487772637145,0,0
"142","Arkansas-Izard",2020-07-10,24,1,176.095091349329,0,0
"143","Arkansas-Jackson",2020-07-10,38,0,227.28632095221,0,0
"144","Arkansas-Jefferson",2020-07-10,831,28,1243.56518616066,89,74
"145","Arkansas-Johnson",2020-07-10,351,0,1320.64113176311,23,0
"146","Arkansas-Lafayette",2020-07-10,24,2,362.31884057971,0,0
"147","Arkansas-Lawrence",2020-07-10,112,9,682.677069364866,10,0
"148","Arkansas-Lee",2020-07-10,818,3,9235.63283278763,31,0
"149","Arkansas-Lincoln",2020-07-10,1048,11,8046.68304668305,84,38
"150","Arkansas-Little River",2020-07-10,40,0,326.290888326943,0,0
"151","Arkansas-Logan",2020-07-10,72,0,335.414143296376,0,0
"152","Arkansas-Lonoke",2020-07-10,189,1,257.812819708358,16,0
"153","Arkansas-Madison",2020-07-10,215,0,1297.05598455598,28,0
"154","Arkansas-Marion",2020-07-10,12,0,71.882113334132,0,0
"155","Arkansas-Miller",2020-07-10,241,2,557.135261344985,15,0
"156","Arkansas-Mississippi",2020-07-10,290,3,713.389584512066,24,0
"157","Arkansas-Monroe",2020-07-10,19,0,283.539770183555,0,0
"158","Arkansas-Montgomery",2020-07-10,8,0,89.0273759180948,0,0
"159","Arkansas-Nevada",2020-07-10,108,3,1308.773630635,15,0
"160","Arkansas-Newton",2020-07-10,8,0,103.185863536695,0,0
"161","Arkansas-Ouachita",2020-07-10,32,0,136.857411684202,0,0
"162","Arkansas-Perry",2020-07-10,33,0,315.638450502152,0,0
"163","Arkansas-Phillips",2020-07-10,171,5,961.646608930379,16,0
"164","Arkansas-Pike",2020-07-10,20,0,186.601977980967,0,0
"165","Arkansas-Poinsett",2020-07-10,69,3,293.267596055763,0,0
"166","Arkansas-Polk",2020-07-10,86,0,430.775395712282,0,0
"167","Arkansas-Pope",2020-07-10,626,4,977.025845923336,50,0
"168","Arkansas-Prairie",2020-07-10,28,0,347.308360208385,0,0
"169","Arkansas-Pulaski",2020-07-10,2810,63,716.999522850851,102,89
"170","Arkansas-Randolph",2020-07-10,64,1,356.387125515091,0,0
"171","Arkansas-Saline",2020-07-10,433,3,353.651265548813,45,0
"172","Arkansas-Scott",2020-07-10,16,0,155.626884544305,0,0
"173","Arkansas-Searcy",2020-07-10,16,0,203.01992132978,0,0
"174","Arkansas-Sebastian",2020-07-10,747,7,584.383580933606,31,0
"175","Arkansas-Sevier",2020-07-10,788,9,4633.38625271947,46,0
"176","Arkansas-Sharp",2020-07-10,62,5,355.463822956083,0,0
"177","Arkansas-St. Francis",2020-07-10,901,3,3604.86516764023,65,0
"178","Arkansas-Stone",2020-07-10,19,1,151.927075003998,0,0
"179","Arkansas-Union",2020-07-10,267,13,690.243524119746,58,38
"180","Arkansas-Unknown",2020-07-10,966,0,32.0100311352228,80,0
"181","Arkansas-Van Buren",2020-07-10,36,2,217.588395285585,0,0
"182","Arkansas-Washington",2020-07-10,4344,36,1816.15221563045,65,30
"183","Arkansas-White",2020-07-10,121,2,153.644940510203,4,0
"184","Arkansas-Woodruff",2020-07-10,10,0,158.227848101266,0,0
"185","Arkansas-Yell",2020-07-10,822,5,3851.74078065695,46,0
"186","California-Alameda",2020-07-10,7506,147,449.103677372917,111,99
"187","California-Alpine",2020-07-10,1,0,88.5739592559787,0,0
"188","California-Amador",2020-07-10,35,0,88.0458844837996,0,0
"189","California-Butte",2020-07-10,338,4,154.20692927468,19,0
"190","California-Calaveras",2020-07-10,67,0,145.953599825727,0,0
"191","California-Colusa",2020-07-10,113,0,524.434956142386,2,0
"192","California-Contra Costa",2020-07-10,4460,88,386.64061321548,108,91
"193","California-Del Norte",2020-07-10,60,0,215.73421544657,0,0
"194","California-El Dorado",2020-07-10,307,0,159.196859621557,37,0
"195","California-Fresno",2020-07-10,7906,88,791.311388938656,99,60
"196","California-Glenn",2020-07-10,150,0,528.299228683126,12,0
"197","California-Humboldt",2020-07-10,166,4,122.456808155918,42,0
"198","California-Imperial",2020-07-10,7759,131,4281.65438843363,88,64
"199","California-Inyo",2020-07-10,35,1,194.024058983314,0,0
"200","California-Kern",2020-07-10,6205,97,689.289737192319,102,67
"201","California-Kings",2020-07-10,2898,39,1894.86072969792,71,24
"202","California-Lake",2020-07-10,108,1,167.738328207996,3,0
"203","California-Lassen",2020-07-10,261,0,853.694436267295,15,0
"204","California-Los Angeles",2020-07-10,127358,3738,1268.61881241031,116,109
"205","California-Madera",2020-07-10,893,8,567.607594373502,43,0
"206","California-Marin",2020-07-10,3024,23,1168.35248390811,102,95
"207","California-Mariposa",2020-07-10,32,1,186.014067313841,0,0
"208","California-Mendocino",2020-07-10,113,0,130.260867560433,3,0
"209","California-Merced",2020-07-10,1884,12,678.47882454624,79,17
"210","California-Mono",2020-07-10,49,1,339.241207421767,0,0
"211","California-Monterey",2020-07-10,2419,18,557.294942415928,88,43
"212","California-Napa",2020-07-10,478,4,347.020559879196,49,0
"213","California-Nevada",2020-07-10,163,1,163.400330810486,16,0
"214","California-Orange",2020-07-10,22960,402,722.99202819417,110,101
"215","California-Placer",2020-07-10,1021,11,256.320780058695,97,18
"216","California-Plumas",2020-07-10,12,0,63.8060296698038,0,0
"217","California-Riverside",2020-07-10,24980,537,1011.11252330457,108,102
"218","California-Sacramento",2020-07-10,5151,79,331.881927092931,108,99
"219","California-San Benito",2020-07-10,336,2,534.963698891861,37,0
"220","California-San Bernardino",2020-07-10,17414,304,798.776194506177,104,99
"221","California-San Diego",2020-07-10,18926,420,566.930171672663,114,101
"222","California-San Francisco",2020-07-10,4319,50,489.933061009655,111,94
"223","California-San Joaquin",2020-07-10,6279,68,823.855734056902,105,100
"224","California-San Luis Obispo",2020-07-10,905,4,319.662605833048,94,0
"225","California-San Mateo",2020-07-10,3846,112,501.713470210926,113,102
"226","California-Santa Barbara",2020-07-10,4068,31,911.088266715043,101,66
"227","California-Santa Clara",2020-07-10,5863,167,304.120855750338,118,111
"228","California-Santa Cruz",2020-07-10,537,3,196.549944548759,84,0
"229","California-Shasta",2020-07-10,187,6,103.842736561528,14,0
"230","California-Sierra",2020-07-10,1,0,33.2778702163062,0,0
"231","California-Siskiyou",2020-07-10,33,0,75.7941156204782,0,0
"232","California-Solano",2020-07-10,2080,28,464.655987025375,95,61
"233","California-Sonoma",2020-07-10,1650,14,333.781071983428,99,9
"234","California-Stanislaus",2020-07-10,4633,51,841.354011549777,93,74
"235","California-Sutter",2020-07-10,372,4,383.619845108331,21,0
"236","California-Tehama",2020-07-10,102,1,156.720545756253,2,0
"237","California-Trinity",2020-07-10,3,0,24.4200244200244,0,0
"238","California-Tulare",2020-07-10,5678,152,1217.94528040841,98,93
"239","California-Tuolumne",2020-07-10,64,0,117.478615220823,0,0
"240","California-Ventura",2020-07-10,4278,53,505.670172551968,104,92
"241","California-Yolo",2020-07-10,839,28,380.498866213152,89,82
"242","California-Yuba",2020-07-10,180,3,228.809681191844,9,0
"243","Colorado-Adams",2020-07-10,4669,157,902.359973793101,104,97
"244","Colorado-Alamosa",2020-07-10,204,6,1256.69931620772,32,0
"245","Colorado-Arapahoe",2020-07-10,5583,349,850.302319560152,107,100
"246","Colorado-Archuleta",2020-07-10,12,0,85.5371017178701,0,0
"247","Colorado-Baca",2020-07-10,14,0,390.952247975426,0,0
"248","Colorado-Bent",2020-07-10,4,0,71.7231486462256,0,0
"249","Colorado-Boulder",2020-07-10,1503,73,460.765919876393,103,90
"250","Colorado-Broomfield",2020-07-10,336,30,476.832470020578,84,71
"251","Colorado-Chaffee",2020-07-10,82,19,402.829632540774,0,78
"252","Colorado-Cheyenne",2020-07-10,5,0,273.074822501365,0,0
"253","Colorado-Clear Creek",2020-07-10,21,1,216.494845360825,0,0
"254","Colorado-Conejos",2020-07-10,17,0,207.190737355271,0,0
"255","Colorado-Costilla",2020-07-10,22,0,565.989194751737,0,0
"256","Colorado-Crowley",2020-07-10,71,1,1171.42385744927,0,0
"257","Colorado-Custer",2020-07-10,3,0,59.1949486977111,0,0
"258","Colorado-Delta",2020-07-10,84,1,269.559078364675,0,0
"259","Colorado-Denver",2020-07-10,7759,394,1066.95305764077,111,100
"260","Colorado-Douglas",2020-07-10,1120,52,318.948381621739,104,93
"261","Colorado-Eagle",2020-07-10,758,8,1375.00680247429,108,0
"262","Colorado-El Paso",2020-07-10,2953,115,409.909453458689,109,105
"263","Colorado-Elbert",2020-07-10,61,2,228.2165438288,0,0
"264","Colorado-Fremont",2020-07-10,42,0,87.7944773093083,0,0
"265","Colorado-Garfield",2020-07-10,379,3,631.025124456802,65,0
"266","Colorado-Gilpin",2020-07-10,8,0,128.143520743232,0,0
"267","Colorado-Grand",2020-07-10,26,1,165.24723528664,0,0
"268","Colorado-Gunnison",2020-07-10,192,6,1099.53040888787,90,0
"269","Colorado-Hinsdale",2020-07-10,3,0,365.853658536585,0,0
"270","Colorado-Huerfano",2020-07-10,4,1,57.9962302450341,0,0
"271","Colorado-Jackson",2020-07-10,7,0,502.873563218391,0,0
"272","Colorado-Jefferson",2020-07-10,2970,215,509.537967441039,107,99
"273","Colorado-Kit Carson",2020-07-10,36,3,507.256587290404,0,0
"274","Colorado-La Plata",2020-07-10,133,1,236.566407570125,13,0
"275","Colorado-Lake",2020-07-10,53,0,652.147163775071,0,0
"276","Colorado-Larimer",2020-07-10,884,30,247.689122132592,101,85
"277","Colorado-Las Animas",2020-07-10,9,0,62.0432924307183,0,0
"278","Colorado-Lincoln",2020-07-10,4,0,70.1631292755657,0,0
"279","Colorado-Logan",2020-07-10,641,5,2860.45785175599,77,0
"280","Colorado-Mesa",2020-07-10,137,0,88.8398936515142,9,0
"281","Colorado-Mineral",2020-07-10,15,0,1950.58517555267,0,0
"282","Colorado-Moffat",2020-07-10,15,1,112.926296770308,0,0
"283","Colorado-Montezuma",2020-07-10,77,3,294.083947599588,0,0
"284","Colorado-Montrose",2020-07-10,216,12,505.168623415501,70,75
"285","Colorado-Morgan",2020-07-10,656,46,2256.77721205449,87,77
"286","Colorado-Otero",2020-07-10,22,1,120.363278258015,0,0
"287","Colorado-Ouray",2020-07-10,12,1,242.32633279483,0,0
"288","Colorado-Park",2020-07-10,33,0,175.112762005837,0,0
"289","Colorado-Phillips",2020-07-10,16,0,375.146541617819,0,0
"290","Colorado-Pitkin",2020-07-10,124,2,697.923115889008,9,0
"291","Colorado-Prowers",2020-07-10,36,0,295.760762405521,0,0
"292","Colorado-Pueblo",2020-07-10,422,31,250.558115232983,80,73
"293","Colorado-Rio Blanco",2020-07-10,6,0,94.876660341556,0,0
"294","Colorado-Rio Grande",2020-07-10,80,2,710.038164551345,0,0
"295","Colorado-Routt",2020-07-10,81,6,315.937280599111,0,0
"296","Colorado-Saguache",2020-07-10,103,2,1509.37866354045,19,0
"297","Colorado-San Juan",2020-07-10,2,0,274.725274725275,0,0
"298","Colorado-San Miguel",2020-07-10,45,0,550.189509720015,0,0
"299","Colorado-Summit",2020-07-10,294,4,948.050691690045,76,0
"300","Colorado-Teller",2020-07-10,59,2,232.393256656688,0,0
"301","Colorado-Washington",2020-07-10,46,0,937.245313773431,0,0
"302","Colorado-Weld",2020-07-10,2987,138,920.515760018737,107,103
"303","Colorado-Yuma",2020-07-10,54,0,538.975945703164,0,0
"304","Connecticut-Fairfield",2020-07-10,16906,1380,1792.15801011733,114,108
"305","Connecticut-Hartford",2020-07-10,11892,1385,1333.60247611358,108,101
"306","Connecticut-Litchfield",2020-07-10,1510,137,837.339810239945,103,94
"307","Connecticut-Middlesex",2020-07-10,1335,187,821.862148784752,98,93
"308","Connecticut-New Haven",2020-07-10,12532,1079,1466.14768875833,108,102
"309","Connecticut-New London",2020-07-10,1322,102,498.480426536353,94,85
"310","Connecticut-Tolland",2020-07-10,928,64,615.707167547986,96,100
"311","Connecticut-Unknown",2020-07-10,230,0,6.45109355852699,102,0
"312","Connecticut-Windham",2020-07-10,632,14,541.179291329143,83,58
"313","Delaware-Kent",2020-07-10,1815,92,1003.94942086223,96,84
"314","Delaware-New Castle",2020-07-10,5688,249,1017.98111151081,106,94
"315","Delaware-Sussex",2020-07-10,5045,176,2153.91183690896,101,92
"316","Delaware-Unknown",2020-07-10,104,0,10.6802058815072,3,0
"317","District of Columbia-District of Columbia",2020-07-10,10743,568,1522.21257132493,110,101
"318","Florida-Alachua",2020-07-10,1978,12,735.198462699271,99,29
"319","Florida-Baker",2020-07-10,135,4,462.17048955837,6,0
"320","Florida-Bay",2020-07-10,1027,5,587.848086774849,39,0
"321","Florida-Bradford",2020-07-10,119,2,421.970852097443,4,0
"322","Florida-Brevard",2020-07-10,3104,27,515.664299882713,94,56
"323","Florida-Broward",2020-07-10,26705,438,1367.53896244222,113,106
"324","Florida-Calhoun",2020-07-10,133,7,942.928039702233,4,0
"325","Florida-Charlotte",2020-07-10,1048,78,554.761526652904,92,82
"326","Florida-Citrus",2020-07-10,500,13,334.09730249838,67,76
"327","Florida-Clay",2020-07-10,1328,35,605.695729115356,93,83
"328","Florida-Collier",2020-07-10,5777,91,1500.9015281812,104,81
"329","Florida-Columbia",2020-07-10,433,4,604.023100744915,65,0
"330","Florida-DeSoto",2020-07-10,809,11,2128.89134496461,49,30
"331","Florida-Dixie",2020-07-10,103,4,612.147866397242,1,0
"332","Florida-Duval",2020-07-10,11772,74,1229.12435852593,105,95
"333","Florida-Escambia",2020-07-10,3485,53,1094.82401135978,100,81
"334","Florida-Flagler",2020-07-10,456,5,396.242646483781,79,0
"335","Florida-Franklin",2020-07-10,25,0,206.185567010309,0,0
"336","Florida-Gadsden",2020-07-10,527,7,1154.18309242225,71,0
"337","Florida-Gilchrist",2020-07-10,133,0,715.746421267894,10,0
"338","Florida-Glades",2020-07-10,196,1,1419.15864166244,31,0
"339","Florida-Gulf",2020-07-10,79,0,579.221350538896,0,0
"340","Florida-Hamilton",2020-07-10,412,2,2855.55863598558,58,0
"341","Florida-Hardee",2020-07-10,595,4,2208.85770501541,40,0
"342","Florida-Hendry",2020-07-10,1146,28,2727.14292513445,69,58
"343","Florida-Hernando",2020-07-10,766,6,395.008250825082,62,0
"344","Florida-Highlands",2020-07-10,488,13,459.419512149198,59,20
"345","Florida-Hillsborough",2020-07-10,17662,186,1199.89021500467,108,92
"346","Florida-Holmes",2020-07-10,223,0,1136.76912881684,18,0
"347","Florida-Indian River",2020-07-10,1112,20,695.334629790587,64,42
"348","Florida-Jackson",2020-07-10,556,2,1197.91442237256,60,0
"349","Florida-Jefferson",2020-07-10,77,4,540.502597220272,0,0
"350","Florida-Lafayette",2020-07-10,52,0,617.430539064355,0,0
"351","Florida-Lake",2020-07-10,2298,26,625.956776840144,97,78
"352","Florida-Lee",2020-07-10,8573,179,1112.54293860315,105,101
"353","Florida-Leon",2020-07-10,2160,8,735.739929559714,91,0
"354","Florida-Levy",2020-07-10,241,2,580.680914632677,28,0
"355","Florida-Liberty",2020-07-10,262,1,3136.22216902083,65,0
"356","Florida-Madison",2020-07-10,302,4,1633.05034337317,21,0
"357","Florida-Manatee",2020-07-10,4432,138,1099.06187926686,99,93
"358","Florida-Marion",2020-07-10,1307,15,357.515065143239,89,22
"359","Florida-Martin",2020-07-10,2634,38,1636.0248447205,95,39
"360","Florida-Miami-Dade",2020-07-10,58340,1118,2147.26861837214,114,101
"361","Florida-Monroe",2020-07-10,470,6,633.184243142749,53,0
"362","Florida-Nassau",2020-07-10,438,2,494.217207334274,22,0
"363","Florida-Okaloosa",2020-07-10,1082,10,513.433742372045,90,2
"364","Florida-Okeechobee",2020-07-10,501,0,1188.1047239613,37,0
"365","Florida-Orange",2020-07-10,16147,77,1158.7769079954,107,94
"366","Florida-Osceola",2020-07-10,3658,31,973.51703654814,102,66
"367","Florida-Palm Beach",2020-07-10,19231,586,1284.8333411279,109,103
"368","Florida-Pasco",2020-07-10,3559,27,642.480237279018,97,53
"369","Florida-Pinellas",2020-07-10,10293,223,1055.69663875544,105,94
"370","Florida-Polk",2020-07-10,6611,129,912.142631457676,100,88
"371","Florida-Putnam",2020-07-10,653,7,876.263066786543,74,0
"372","Florida-Santa Rosa",2020-07-10,1085,10,588.672529881235,92,3
"373","Florida-Sarasota",2020-07-10,2548,100,587.445993240221,100,93
"374","Florida-Seminole",2020-07-10,3967,21,840.77604879765,102,64
"375","Florida-St. Johns",2020-07-10,1730,10,653.639221375892,100,1
"376","Florida-St. Lucie",2020-07-10,2661,60,810.546547790568,96,85
"377","Florida-Sumter",2020-07-10,589,18,444.796858480592,93,87
"378","Florida-Suwannee",2020-07-10,710,21,1598.48706576311,81,78
"379","Florida-Taylor",2020-07-10,123,1,570.262877277574,5,0
"380","Florida-Union",2020-07-10,105,2,689.112029927151,2,0
"381","Florida-Unknown",2020-07-10,271,0,1.26177166616762,27,0
"382","Florida-Volusia",2020-07-10,3454,72,624.272525502274,100,84
"383","Florida-Wakulla",2020-07-10,116,1,343.815762174338,2,0
"384","Florida-Walton",2020-07-10,484,9,653.427117225365,50,0
"385","Florida-Washington",2020-07-10,147,13,577.081615828524,17,22
"386","Georgia-Appling",2020-07-10,317,14,1724.13793103448,58,66
"387","Georgia-Atkinson",2020-07-10,190,2,2327.00551132884,17,0
"388","Georgia-Bacon",2020-07-10,293,5,2624.50734503762,42,0
"389","Georgia-Baker",2020-07-10,43,3,1415.40487162607,0,0
"390","Georgia-Baldwin",2020-07-10,641,35,1427.93495210515,86,67
